Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Organization Industries,Organization Location,Organization Revenue Range,Number of Funding Rounds,Funding Status
Debt Financing - Impact Biomedicines,https://www.crunchbase.com/funding_round/impact-biomedicines-debt-financing--f223cbf3,Impact Biomedicines,https://www.crunchbase.com/organization/impact-biomedicines,Debt Financing,90000000,USD,90000000,2017-10-26,"Biotechnology, Health Care, Medical","San Diego, California, United States, North America",,2,M&A
Venture Round - Curematch,https://www.crunchbase.com/funding_round/curematch-series-unknown--5b1e38a3,Curematch,https://www.crunchbase.com/organization/curematch,Venture - Series Unknown,,,,2017-10-27,"Analytics, Health Care, Predictive Analytics, Service Industry","San Diego, California, United States, North America",Less than $1M,3,
Seed Round - Agathos,https://www.crunchbase.com/funding_round/agathos-seed--6a8ca812,Agathos,https://www.crunchbase.com/organization/agathos,Seed,1530000,USD,1530000,2017-10-27,"Health Care, Information Technology","San Francisco, California, United States, North America",Less than $1M,2,
Seed Round - Mason Finance,https://www.crunchbase.com/funding_round/mason-finance-seed--d7cbef82,Mason Finance,https://www.crunchbase.com/organization/mason-finance,Seed,,,,2017-10-27,"Financial Services, Retirement","San Francisco, California, United States, North America",,2,M&A
Seed Round - Polymer,https://www.crunchbase.com/funding_round/polymer-2-seed--6bb61b49,Polymer,https://www.crunchbase.com/organization/polymer-2,Seed,2000000,USD,2000000,2017-10-27,"Information Technology, Management Information Systems, Manufacturing","San Francisco, California, United States, North America",,1,Seed
Series A - The Mighty,https://www.crunchbase.com/funding_round/the-mighty-series-a--41912c80,The Mighty,https://www.crunchbase.com/organization/the-mighty,Series A,8200000,USD,8200000,2017-10-30,"Communities, Health Care, Social Network","Los Angeles, California, United States, North America",Less than $1M,4,Early Stage Venture
Pre Seed Round - She's Well,https://www.crunchbase.com/funding_round/she-s-well-pre-seed--3a210da1,She's Well,https://www.crunchbase.com/organization/she-s-well,Pre-Seed,,,,2017-10-30,"Health Care, Information Technology, Personal Finance, Personal Health","San Francisco, California, United States, North America",,5,
Series A - Dave,https://www.crunchbase.com/funding_round/dave-com-series-a--218f9bad,Dave,https://www.crunchbase.com/organization/dave-com,Series A,1000,USD,1000,2017-10-30,"FinTech, Internet","Los Angeles, California, United States, North America",$1M to $10M,6,Early Stage Venture
Post-IPO Equity - Cidara Therapeutics,https://www.crunchbase.com/funding_round/cidara-therapeutics-post-ipo-equity--b0bfa256,Cidara Therapeutics,https://www.crunchbase.com/organization/cidara-therapeutics,Post-IPO Equity,20160000,USD,20160000,2017-10-30,"Biotechnology, Health Care, Therapeutics","San Diego, California, United States, North America",$10M to $50M,6,IPO
Debt Financing - Camino Financial,https://www.crunchbase.com/funding_round/camino-financial-debt-financing--adc83499,Camino Financial,https://www.crunchbase.com/organization/camino-financial,Debt Financing,5000000,USD,5000000,2017-10-30,"Commercial Lending, Credit, Financial Services, FinTech, Small and Medium Businesses","Los Angeles, California, United States, North America",$1M to $10M,9,Early Stage Venture
Venture Round - Health-Ade,https://www.crunchbase.com/funding_round/health-ade-series-unknown--28d44f8f,Health-Ade,https://www.crunchbase.com/organization/health-ade,Venture - Series Unknown,12610500,USD,12610500,2017-10-30,"Food and Beverage, Health Care, Medical","Los Angeles, California, United States, North America",$10M to $50M,4,
Series A - Flock Freight,https://www.crunchbase.com/funding_round/flock-freight-series-a--e4f93660,Flock Freight,https://www.crunchbase.com/organization/flock-freight,Series A,18000000,USD,18000000,2017-10-31,"Freight Service, Information Technology, Service Industry, Software","Solana Beach, California, United States, North America",Less than $1M,4,Early Stage Venture
Seed Round - ImpactVision,https://www.crunchbase.com/funding_round/impactvision-seed--843b8f1b,ImpactVision,https://www.crunchbase.com/organization/impactvision,Seed,1400000,USD,1400000,2017-10-31,"Agriculture, AgTech, Farming, Food and Beverage, Food Processing, Information Technology, Sensor, Software","San Francisco, California, United States, North America",Less than $1M,5,Seed
Venture Round - Breathe Technologies,https://www.crunchbase.com/funding_round/breathe-technologies-series-unknown--00ba143f,Breathe Technologies,https://www.crunchbase.com/organization/breathe-technologies,Venture - Series Unknown,6250001,USD,6250001,2017-10-31,"Health Care, Health Diagnostics, Therapeutics","Irvine, California, United States, North America",$1M to $10M,6,M&A
Venture Round - Eyenuk,https://www.crunchbase.com/funding_round/eyenuk-series-unknown--b0beb485,Eyenuk,https://www.crunchbase.com/organization/eyenuk,Venture - Series Unknown,1353710,USD,1353710,2017-10-31,"Artificial Intelligence, Biotechnology, Health Care, Hospital, Medical, Medical Device","Woodland Hills, California, United States, North America",$1M to $10M,3,
Series C - VitalConnect,https://www.crunchbase.com/funding_round/vital-connect-series-c--151cd82f,VitalConnect,https://www.crunchbase.com/organization/vital-connect,Series C,38000000,USD,38000000,2017-10-31,"Analytics, Biotechnology, Health Care, Medical Device, Wearables","San Jose, California, United States, North America",$10M to $50M,4,Late Stage Venture
Initial Coin Offering - Swarm Fund,https://www.crunchbase.com/funding_round/swarm-fund-initial-coin-offering--4c0a3b1c,Swarm Fund,https://www.crunchbase.com/organization/swarm-fund,Initial Coin Offering,5500000,USD,5500000,2017-10-31,"Blockchain, Crowdfunding, Financial Services","Palo Alto, California, United States, North America",,3,
Post-IPO Equity - Kindred Biosciences,https://www.crunchbase.com/funding_round/kindred-biosciences-post-ipo-equity--f13cb330,Kindred Biosciences,https://www.crunchbase.com/organization/kindred-biosciences,Post-IPO Equity,5230000,USD,5230000,2017-10-31,"Biotechnology, Health Care","San Francisco, California, United States, North America",$1M to $10M,4,IPO
Corporate Round - Onica,https://www.crunchbase.com/funding_round/corpinfo-corporate-round--db0da19c,Onica,https://www.crunchbase.com/organization/corpinfo,Corporate Round,20000000,USD,20000000,2017-10-31,"Big Data, Cloud Computing, Information Services, Information Technology","Santa Monica, California, United States, North America",$1M to $10M,1,M&A
Series A - Reaction Commerce,https://www.crunchbase.com/funding_round/ongo-works-series-a--24da78e0,Reaction Commerce,https://www.crunchbase.com/organization/ongo-works,Series A,8500000,USD,8500000,2017-10-31,"E-Commerce, E-Commerce Platforms, Information Technology, Internet, Marketplace, Open Source, Software","Santa Monica, California, United States, North America",$1M to $10M,2,Early Stage Venture
Series A - FundersClub,https://www.crunchbase.com/funding_round/fundersclub-series-a--58a4bf83,FundersClub,https://www.crunchbase.com/organization/fundersclub,Series A,,,,2017-10-31,"Finance, Financial Services, Funding Platform","San Francisco, California, United States, North America",,3,Early Stage Venture
Seed Round - CrowdAmp Inc.,https://www.crunchbase.com/funding_round/crowdamp-inc-seed--645f3c12,CrowdAmp Inc.,https://www.crunchbase.com/organization/crowdamp-inc,Seed,820000,USD,820000,2017-11-01,"Artificial Intelligence, Information Technology, Machine Learning, Messaging, Software, Telecommunications","Ojai, California, United States, North America",Less than $1M,1,Seed
Seed Round - PassRight,https://www.crunchbase.com/funding_round/passright-seed--4f63dc89,PassRight,https://www.crunchbase.com/organization/passright,Seed,1000000,USD,1000000,2017-11-01,"Consulting, Information Services, Information Technology, SaaS, Software","San Francisco, California, United States, North America",,2,Seed
Seed Round - GIBLIB,https://www.crunchbase.com/funding_round/giblib-seed--c2b45aa8,GIBLIB,https://www.crunchbase.com/organization/giblib,Seed,,,,2017-11-01,"Health Care, Health Diagnostics, Medical","Los Angeles, California, United States, North America",$1M to $10M,3,Seed
Non Equity Assistance - Starbutter AI,https://www.crunchbase.com/funding_round/starbutter-ai-non-equity-assistance--77f123a4,Starbutter AI,https://www.crunchbase.com/organization/starbutter-ai,Non-equity Assistance,,,,2017-11-01,"Computer, Computer Vision, Finance, Software","Berkeley, California, United States, North America",,4,Seed
Seed Round - formsense,https://www.crunchbase.com/funding_round/formsense-seed--dc92a6d5,formsense,https://www.crunchbase.com/organization/formsense,Seed,,,,2017-11-01,"Artificial Intelligence, Fashion, Fitness, Health Care, Rehabilitation, Semiconductor, Sensor, Sporting Goods, Sports, Wearables","San Diego, California, United States, North America",,3,Seed
Series A - Reali,https://www.crunchbase.com/funding_round/reali-series-a--72dae4d2,Reali,https://www.crunchbase.com/organization/reali,Series A,3000000,USD,3000000,2017-11-01,"Consumer Lending, Finance, Lending, Mobile Apps, Property Management, Real Estate","San Mateo, California, United States, North America",Less than $1M,5,Early Stage Venture
Pre Seed Round - Enroll Hero,https://www.crunchbase.com/funding_round/enroll-hero-pre-seed--c6bcd210,Enroll Hero,https://www.crunchbase.com/organization/enroll-hero,Pre-Seed,,,,2017-11-01,"Elder Care, Elderly, Health Care, Health Insurance, Insurance, Internet","San Diego, California, United States, North America",,2,Seed
Series B - OTC Exchange Network,https://www.crunchbase.com/funding_round/otc-exchange-network-otcxn-series-b--6639b8de,OTC Exchange Network,https://www.crunchbase.com/organization/otc-exchange-network-otcxn,Series B,10500000,USD,10500000,2017-11-01,"Finance, Financial Services, Information Technology","San Francisco, California, United States, North America",$1M to $10M,2,Early Stage Venture
Series A - TurnCare,https://www.crunchbase.com/funding_round/turncare-series-a--b374050e,TurnCare,https://www.crunchbase.com/organization/turncare,Series A,3355353,USD,3355353,2017-11-01,"Health Care, Therapeutics","Palo Alto, California, United States, North America",Less than $1M,1,Early Stage Venture
Series A - AppZen,https://www.crunchbase.com/funding_round/appzen-series-a--eb128171,AppZen,https://www.crunchbase.com/organization/appzen,Series A,13000000,USD,13000000,2017-11-01,"Accounting, Artificial Intelligence, Big Data, Enterprise Software, FinTech, SaaS","San Jose, California, United States, North America",$1M to $10M,7,Late Stage Venture
Venture Round - Haven Money,https://www.crunchbase.com/funding_round/haven-money-series-unknown--07e055b0,Haven Money,https://www.crunchbase.com/organization/haven-money,Venture - Series Unknown,,,,2017-11-01,Financial Services,"San Francisco, California, United States, North America",,2,M&A
Grant - Saldo.mx,https://www.crunchbase.com/funding_round/saldo-mx-grant--38b5daae,Saldo.mx,https://www.crunchbase.com/organization/saldo-mx,Grant,,,,2017-11-01,"Finance, Financial Services","San Jose, California, United States, North America",Less than $1M,2,Seed
Convertible Note - TruValue Labs,https://www.crunchbase.com/funding_round/truvalue-convertible-note--8e3654c1,TruValue Labs,https://www.crunchbase.com/organization/truvalue,Convertible Note,,,,2017-11-01,"Information Technology, Language Learning, Machine Learning","San Francisco, California, United States, North America",Less than $1M,2,Early Stage Venture
Pre Seed Round - Elevatyr,https://www.crunchbase.com/funding_round/elevatyr-pre-seed--1744fd98,Elevatyr,https://www.crunchbase.com/organization/elevatyr,Pre-Seed,125000,USD,125000,2017-11-01,"Blockchain, Cryptocurrency, FinTech, Mobile Apps","Los Angeles, California, United States, North America",,1,Seed
Convertible Note - Xenio Systems,https://www.crunchbase.com/funding_round/xenio-systems-convertible-note--21fb3bb4,Xenio Systems,https://www.crunchbase.com/organization/xenio-systems,Convertible Note,,,,2017-11-01,"Analytics, Big Data, Indoor Positioning, Information Technology, Internet of Things, Retail Technology, SaaS","San Francisco, California, United States, North America",Less than $1M,2,Seed
Seed Round - MyCrypto,https://www.crunchbase.com/funding_round/mycrypto-seed--ce298577,MyCrypto,https://www.crunchbase.com/organization/mycrypto,Seed,,,,2017-11-01,"Cryptocurrency, Financial Services, Information Services, Information Technology","Redondo Beach, California, United States, North America",,2,Early Stage Venture
Pre Seed Round - Moichor,https://www.crunchbase.com/funding_round/moichor-pre-seed--5393058b,Moichor,https://www.crunchbase.com/organization/moichor,Pre-Seed,45000,USD,45000,2017-11-01,"Health Care, Health Diagnostics, Information Technology, Veterinary","San Francisco, California, United States, North America",,2,Seed
Pre Seed Round - a Pot for Pot,https://www.crunchbase.com/funding_round/a-pot-for-pot-pre-seed--152ad4c8,a Pot for Pot,https://www.crunchbase.com/organization/a-pot-for-pot,Pre-Seed,55000,USD,55000,2017-11-01,"Agriculture, Cannabis, E-Commerce, Health Care, Home and Garden, Hydroponics, Organic","Oakland, California, United States, North America",,2,Seed
Non Equity Assistance - SecurityTrails,https://www.crunchbase.com/funding_round/securitytrails-non-equity-assistance--4589ae9e,SecurityTrails,https://www.crunchbase.com/organization/securitytrails,Non-equity Assistance,,,,2017-11-01,"Big Data, Developer APIs, Information Technology","Los Angeles, California, United States, North America",Less than $1M,1,
Seed Round - Hims,https://www.crunchbase.com/funding_round/hims-seed--70685421,Hims,https://www.crunchbase.com/organization/hims,Seed,,,,2017-11-01,"E-Commerce, Health Care, Men's, Wellness","San Francisco, California, United States, North America",$10M to $50M,7,Late Stage Venture
Series B - BigPanda,https://www.crunchbase.com/funding_round/bigpanda-series-b--d9d4e2ff,BigPanda,https://www.crunchbase.com/organization/bigpanda,Series B,23000000,USD,23000000,2017-11-01,"Cloud Infrastructure, Developer Platform, Enterprise Software, Information Technology, Infrastructure, IT Management, Productivity Tools, SaaS","Mountain View, California, United States, North America",$10M to $50M,6,Late Stage Venture
Series A - Advanced Bifurcation Systems,https://www.crunchbase.com/funding_round/advanced-bifurcation-systems-series-a--12907aab,Advanced Bifurcation Systems,https://www.crunchbase.com/organization/advanced-bifurcation-systems,Series A,,,,2017-11-01,"Fitness, Health Care, Wellness","Los Angeles, California, United States, North America",$1M to $10M,1,Early Stage Venture
Series A - TESTIM,https://www.crunchbase.com/funding_round/testim-series-a--3335a6b0,TESTIM,https://www.crunchbase.com/organization/testim,Series A,5600000,USD,5600000,2017-11-02,"Information Technology, Quality Assurance, SaaS, Software","San Francisco, California, United States, North America",$1M to $10M,3,Early Stage Venture
Venture Round - Stratus Silver Lining,https://www.crunchbase.com/funding_round/stratus-silver-lining-series-unknown--aad3b910,Stratus Silver Lining,https://www.crunchbase.com/organization/stratus-silver-lining,Venture - Series Unknown,2641000,USD,2641000,2017-11-02,"Computer, Information Technology, Internet, Software","San Jose, California, United States, North America",Less than $1M,1,
Grant - Benetech,https://www.crunchbase.com/funding_round/benetech-2-grant--0d3142d4,Benetech,https://www.crunchbase.com/organization/benetech-2,Grant,42500000,USD,42500000,2017-11-02,"EdTech, Enterprise Software, Information Technology, Non Profit, Software","Palo Alto, California, United States, North America",$50M to $100M,1,
Series A - Hims,https://www.crunchbase.com/funding_round/hims-series-a--36da248e,Hims,https://www.crunchbase.com/organization/hims,Series A,7000000,USD,7000000,2017-11-02,"E-Commerce, Health Care, Men's, Wellness","San Francisco, California, United States, North America",$10M to $50M,7,Late Stage Venture
Series A - Rallyteam,https://www.crunchbase.com/funding_round/rallyteam-series-a--dafd0793,Rallyteam,https://www.crunchbase.com/organization/rallyteam,Series A,8600000,USD,8600000,2017-11-02,"Crowdsourcing, Enterprise Software, Human Resources, Information Technology, Social Media","San Francisco, California, United States, North America",,5,M&A
Grant - W8X,https://www.crunchbase.com/funding_round/w8x-grant--addd109b,W8X,https://www.crunchbase.com/organization/w8x,Grant,50000,USD,50000,2017-11-02,"Fitness, Health Care, Wellness","Venice, California, United States, North America",,5,Seed
Series D - Glint,https://www.crunchbase.com/funding_round/glint-series-d--e3f7d52a,Glint,https://www.crunchbase.com/organization/glint,Series D,20000000,USD,20000000,2017-11-02,"Analytics, Enterprise Software, Human Resources, Information Technology, Recruiting, Software","Redwood City, California, United States, North America",Less than $1M,5,M&A
Seed Round - CurrencyWorks,https://www.crunchbase.com/funding_round/icox-innovations-seed--68d778bb,CurrencyWorks,https://www.crunchbase.com/organization/icox-innovations,Seed,115000,USD,115000,2017-11-02,"Blockchain, Consulting, Cryptocurrency, Information Technology","Los Angeles, California, United States, North America",Less than $1M,1,Seed
Venture Round - Guardion Health Sciences,https://www.crunchbase.com/funding_round/guardion-health-sciences-series-unknown--95fca662,Guardion Health Sciences,https://www.crunchbase.com/organization/guardion-health-sciences,Venture - Series Unknown,5000001,USD,5000001,2017-11-03,"Biotechnology, Fitness, Health Care","San Diego, California, United States, North America",Less than $1M,5,IPO
Convertible Note - Connext Inc.,https://www.crunchbase.com/funding_round/connext-inc-convertible-note--77901222,Connext Inc.,https://www.crunchbase.com/organization/connext-inc,Convertible Note,,,,2017-11-03,"Cryptocurrency, Financial Services, FinTech, Information Technology, Internet, Mobile Apps","San Francisco, California, United States, North America",,4,Seed
Seed Round - Ink,https://www.crunchbase.com/funding_round/inkcloud-me-seed--aaff5d78,Ink,https://www.crunchbase.com/organization/inkcloud-me,Seed,7000000,USD,7000000,2017-11-03,Information Technology,"San Francisco, California, United States, North America",$1M to $10M,2,Seed
Series A - Klotho Therapeutics,https://www.crunchbase.com/funding_round/klotho-therapeutics-series-a--8d7d738a,Klotho Therapeutics,https://www.crunchbase.com/organization/klotho-therapeutics,Series A,10000000,USD,10000000,2017-11-03,"Biotechnology, Health Care","San Diego, California, United States, North America",$1M to $10M,1,Early Stage Venture
"Seed Round - Phyx, Inc.",https://www.crunchbase.com/funding_round/phyx-inc-seed--fc02cdd8,"Phyx, Inc.",https://www.crunchbase.com/organization/phyx-inc,Seed,,,,2017-11-05,"Alternative Medicine, Health Care, Health Diagnostics, Personal Health, Sports, Therapeutics, Wellness","Palos Verdes Estates, California, United States, North America",,2,Seed
Venture Round - InsideBoard,https://www.crunchbase.com/funding_round/insideboard-series-unknown--eb71b9d9,InsideBoard,https://www.crunchbase.com/organization/insideboard,Venture - Series Unknown,5000000,USD,5000000,2017-11-06,"Artificial Intelligence, Digital Marketing, Information Technology, Software","San Francisco, California, United States, North America",,1,
Series A - Cora,https://www.crunchbase.com/funding_round/cora-2-series-a--f47e397a,Cora,https://www.crunchbase.com/organization/cora-2,Series A,6000000,USD,6000000,2017-11-06,"Beauty, Fitness, Health Care, Wellness","San Francisco, California, United States, North America",Less than $1M,4,
Post-IPO Equity - nFüsz,https://www.crunchbase.com/funding_round/bbooth-post-ipo-equity--f95c5797,nFüsz,https://www.crunchbase.com/organization/bbooth,Post-IPO Equity,451000,USD,451000,2017-11-06,"Content, Information Services, Information Technology, Internet, SaaS, Software, Video","West Hollywood, California, United States, North America",$1M to $10M,1,IPO
Venture Round - Counsyl,https://www.crunchbase.com/funding_round/counsyl-series-unknown--a6835fae,Counsyl,https://www.crunchbase.com/organization/counsyl,Venture - Series Unknown,80000000,USD,80000000,2017-11-06,"Biotechnology, Genetics, Health Care, Health Diagnostics, Medical","South San Francisco, California, United States, North America",,9,M&A
Venture Round - PayForward,https://www.crunchbase.com/funding_round/payforward-series-unknown--90229b0a,PayForward,https://www.crunchbase.com/organization/payforward,Venture - Series Unknown,4999996,USD,4999996,2017-11-06,Financial Services,"Valencia, California, United States, North America",,3,
Venture Round - Tala Security,https://www.crunchbase.com/funding_round/tala-security-series-unknown--2163a021,Tala Security,https://www.crunchbase.com/organization/tala-security,Venture - Series Unknown,2636601,USD,2636601,2017-11-06,"Cyber Security, Information Technology, Security","Fremont, California, United States, North America",$1M to $10M,4,Early Stage Venture
Seed Round - Douugh,https://www.crunchbase.com/funding_round/douugh-seed--fc93057c,Douugh,https://www.crunchbase.com/organization/douugh,Seed,1350000,USD,1350000,2017-11-06,"Banking, Financial Services, Mobile Apps, Wellness","San Francisco, California, United States, North America",$1M to $10M,3,M&A
Seed Round - More Labs,https://www.crunchbase.com/funding_round/82-labs-inc-seed--1ecab01e,More Labs,https://www.crunchbase.com/organization/82-labs-inc,Seed,,,,2017-11-06,"Consumer Goods, E-Commerce, Food and Beverage, Food Processing, Health Care, Wellness","Los Angeles, California, United States, North America",Less than $1M,4,Seed
Grant - Bloomlife,https://www.crunchbase.com/funding_round/bloom-technologies-grant--68b7791f,Bloomlife,https://www.crunchbase.com/organization/bloom-technologies,Grant,2300000,USD,2300000,2017-11-07,"Artificial Intelligence, Fitness, Health Care, mHealth, Wearables, Wellness","San Francisco, California, United States, North America",Less than $1M,5,Early Stage Venture
Seed Round - Dahlia Biosciences,https://www.crunchbase.com/funding_round/dahlia-biosciences-seed--2ee7414a,Dahlia Biosciences,https://www.crunchbase.com/organization/dahlia-biosciences,Seed,,,,2017-11-07,"Biotechnology, Health Care, Medical","San Francisco, California, United States, North America",,3,Seed
Series A - Odaseva,https://www.crunchbase.com/funding_round/odaseva-series-a--4367bc65,Odaseva,https://www.crunchbase.com/organization/odaseva,Series A,2300000,USD,2300000,2017-11-07,"Business Information Systems, Cloud Security, Enterprise Software, Information Technology, SaaS, Software","San Francisco, California, United States, North America",Less than $1M,2,Early Stage Venture
Series B - Progenity,https://www.crunchbase.com/funding_round/ascendant-mdx-series-b--abb69dcc,Progenity,https://www.crunchbase.com/organization/ascendant-mdx,Series B,125000000,USD,125000000,2017-11-07,"Biotechnology, Health Care, Medical","Carlsbad, California, United States, North America",$10M to $50M,2,Early Stage Venture
Seed Round - Flora,https://www.crunchbase.com/funding_round/flora-living-seed--31f39746,Flora,https://www.crunchbase.com/organization/flora-living,Seed,125000,USD,125000,2017-11-07,"Communities, Fitness, Health Care, Internet, Lifestyle, Personal Health, Wellness","Los Angeles, California, United States, North America",Less than $1M,1,Seed
Seed Round - Healthbanc,https://www.crunchbase.com/funding_round/healthbanc-seed--106f1f97,Healthbanc,https://www.crunchbase.com/organization/healthbanc,Seed,,,,2017-11-07,"FinTech, Health Care, Mobile","San Francisco, California, United States, North America",,1,Seed
Series A - Tear Film Innovations,https://www.crunchbase.com/funding_round/tear-film-innovations-series-a--51cda232,Tear Film Innovations,https://www.crunchbase.com/organization/tear-film-innovations,Series A,9000000,USD,9000000,2017-11-07,"Health Care, Medical, Medical Device","Carlsbad, California, United States, North America",$1M to $10M,2,M&A
Private Equity Round - DataFox,https://www.crunchbase.com/funding_round/datafox-private-equity--1a13e16d,DataFox,https://www.crunchbase.com/organization/datafox,Private Equity,5000000,USD,5000000,2017-11-07,"Advertising, Business Intelligence, Consulting, Enterprise Software, Information Technology, Machine Learning, Sales Automation","San Francisco, California, United States, North America",$10M to $50M,5,M&A
Series A - Matic Insurance,https://www.crunchbase.com/funding_round/matic-insurance-series-a--9dfe4be5,Matic Insurance,https://www.crunchbase.com/organization/matic-insurance,Series A,7000000,USD,7000000,2017-11-07,"Finance, Insurance, InsurTech, Property Insurance","Sherman Oaks, California, United States, North America",Less than $1M,3,
Seed Round - OurHealthMate,https://www.crunchbase.com/funding_round/ourhealthmate-seed--31570d75,OurHealthMate,https://www.crunchbase.com/organization/ourhealthmate,Seed,,,,2017-11-08,"Health Care, Information Technology, Personal Health, Wellness","San Francisco, California, United States, North America",Less than $1M,4,Seed
Series D - Tricida,https://www.crunchbase.com/funding_round/tricida-series-d--5fe944ff,Tricida,https://www.crunchbase.com/organization/tricida,Series D,57500000,USD,57500000,2017-11-08,"Health Care, Medical, Pharmaceutical","Menlo Park, California, United States, North America",$10M to $50M,6,IPO
Convertible Note - Humm.ly,https://www.crunchbase.com/funding_round/hum-4-convertible-note--3d596a2a,Humm.ly,https://www.crunchbase.com/organization/hum-4,Convertible Note,100000,USD,100000,2017-11-08,"Alternative Medicine, Health Care, Mobile, Music, Wellness","San Francisco, California, United States, North America",Less than $1M,2,Seed
Seed Round - Cannalysis,https://www.crunchbase.com/funding_round/cannalysis-seed--c2224efa,Cannalysis,https://www.crunchbase.com/organization/cannalysis,Seed,1000000,USD,1000000,2017-11-09,"Cannabis, Information Services, Information Technology","Santa Ana, California, United States, North America",$1M to $10M,2,Early Stage Venture
Debt Financing - Talonvest Capital,https://www.crunchbase.com/funding_round/talonvest-capital-debt-financing--13d62c76,Talonvest Capital,https://www.crunchbase.com/organization/talonvest-capital,Debt Financing,21400000,USD,21400000,2017-11-09,"Commercial, Commercial Real Estate, Finance, Financial Services, Real Estate","Irvine, California, United States, North America",Less than $1M,2,
Series A - Welkin Health,https://www.crunchbase.com/funding_round/welkin-health-series-a--9144ca32,Welkin Health,https://www.crunchbase.com/organization/welkin-health,Series A,8000000,USD,8000000,2017-11-09,"Computer, Health Care, Software","San Francisco, California, United States, North America",Less than $1M,6,Early Stage Venture
Convertible Note - FileThis,https://www.crunchbase.com/funding_round/filethis-convertible-note--ffbb23d9,FileThis,https://www.crunchbase.com/organization/filethis,Convertible Note,,,,2017-11-10,"FinTech, Lifestyle","Mill Valley, California, United States, North America",$1M to $10M,4,Early Stage Venture
Convertible Note - Via.work,https://www.crunchbase.com/funding_round/via-4-convertible-note--6b556802,Via.work,https://www.crunchbase.com/organization/via-4,Convertible Note,,,,2017-11-10,"Communities, Consulting, Human Resources, Information Technology","San Francisco, California, United States, North America",,1,
Seed Round - Baton Systems,https://www.crunchbase.com/funding_round/baton-6ec5-seed--67cdfeff,Baton Systems,https://www.crunchbase.com/organization/baton-6ec5,Seed,100000,USD,100000,2017-11-10,"Financial Services, Information Technology","Fremont, California, United States, North America",$1M to $10M,4,Early Stage Venture
Venture Round - Veem,https://www.crunchbase.com/funding_round/goveem-series-unknown--4dc1f209,Veem,https://www.crunchbase.com/organization/goveem,Venture - Series Unknown,,,,2017-11-11,"Bitcoin, Blockchain, FinTech, Payments","San Francisco, California, United States, North America",$1M to $10M,7,
Seed Round - Lief Therapeutics,https://www.crunchbase.com/funding_round/leif-therapeutics-seed--f12ba636,Lief Therapeutics,https://www.crunchbase.com/organization/leif-therapeutics,Seed,,,,2017-11-11,"Health Care, Therapeutics, Wearables","San Francisco, California, United States, North America",Less than $1M,1,Seed
Series A - WebJoint,https://www.crunchbase.com/funding_round/webjoint-series-a--cbbbff8a,WebJoint,https://www.crunchbase.com/organization/webjoint,Series A,1500000,USD,1500000,2017-11-13,"B2B, Cannabis, Consulting, E-Commerce Platforms, Enterprise Software, Information Technology, Marketing, Point of Sale, SaaS, Software","Los Angeles, California, United States, North America",$1M to $10M,2,Early Stage Venture
Series A - HUM Nutrition,https://www.crunchbase.com/funding_round/hum-nutrition-series-a--63fd4a52,HUM Nutrition,https://www.crunchbase.com/organization/hum-nutrition,Series A,5000000,USD,5000000,2017-11-13,"Beauty, Consumer Goods, Health Care, Nutrition, Wellness","Los Angeles, California, United States, North America",Less than $1M,2,Early Stage Venture
Venture Round - One True Holding Co.,https://www.crunchbase.com/funding_round/one-true-holding-co-series-unknown--0c064c69,One True Holding Co.,https://www.crunchbase.com/organization/one-true-holding-co,Venture - Series Unknown,15640933,USD,15640933,2017-11-13,"CRM, Information Technology","San Francisco, California, United States, North America",,4,
Seed Round - NanoHUE,https://www.crunchbase.com/funding_round/nanohue-seed--bddd5c98,NanoHUE,https://www.crunchbase.com/organization/nanohue,Seed,172500,USD,172500,2017-11-13,"Information Technology, Software","Fairfield, California, United States, North America",,1,Seed
Series C - Arcus Biosciences,https://www.crunchbase.com/funding_round/arcus-biosciences-series-c--9b82a6a5,Arcus Biosciences,https://www.crunchbase.com/organization/arcus-biosciences,Series C,107000000,USD,107000000,2017-11-13,"Biotechnology, Health Care, Medical, Therapeutics","Hayward, California, United States, North America",$1M to $10M,3,IPO
Series B - TrueAccord,https://www.crunchbase.com/funding_round/trueaccord-series-b--abb7d865,TrueAccord,https://www.crunchbase.com/organization/trueaccord,Series B,22000000,USD,22000000,2017-11-14,"Debt Collections, Financial Services, FinTech","San Francisco, California, United States, North America",$1M to $10M,5,Early Stage Venture
Venture Round - Xtraction Services,https://www.crunchbase.com/funding_round/xtraction-services-series-unknown--634bbedb,Xtraction Services,https://www.crunchbase.com/organization/xtraction-services,Venture - Series Unknown,5000000,USD,5000000,2017-11-14,"Cannabis, Financial Services, Leasing","Los Angeles, California, United States, North America",$1M to $10M,4,Late Stage Venture
Secondary Market - SoFi,https://www.crunchbase.com/funding_round/social-finance-secondary-market--72e1928e,SoFi,https://www.crunchbase.com/organization/social-finance,Secondary Market,,,,2017-11-14,"Finance, Financial Services, FinTech, Life Insurance, Personal Finance, Wealth Management","San Francisco, California, United States, North America",$500M to $1B,14,Private Equity
Series B - LeanTaaS,https://www.crunchbase.com/funding_round/leantaas-series-b--81728065,LeanTaaS,https://www.crunchbase.com/organization/leantaas,Series B,26000000,USD,26000000,2017-11-14,"Health Care, Information Technology, Machine Learning, Predictive Analytics, Software","Santa Clara, California, United States, North America",$10M to $50M,8,Late Stage Venture
